,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Genes
ZNF281,9.38E-22,-0.269421891,0.137,0.18,1.67E-17,ZNF281
FLRT3,9.59E-22,0.616347487,0.134,0.102,1.70E-17,FLRT3
SHCBP1,9.60E-22,-0.40694278,0.047,0.074,1.71E-17,SHCBP1
CLINT1,9.70E-22,0.271327727,0.47,0.451,1.72E-17,CLINT1
EDARADD,9.73E-22,-0.998471588,0.022,0.043,1.73E-17,EDARADD
SNAP91,9.99E-22,0.878384255,0.031,0.016,1.77E-17,SNAP91
SCIN,1.03E-21,0.505513848,0.202,0.167,1.83E-17,SCIN
GCSAM,1.05E-21,-1.395200196,0.007,0.021,1.87E-17,GCSAM
SGMS2,1.05E-21,0.332530794,0.426,0.399,1.87E-17,SGMS2
HEYL,1.06E-21,0.223780559,0.353,0.309,1.89E-17,HEYL
NKX3-2,1.09E-21,-0.608696666,0.039,0.065,1.94E-17,NKX3-2
CABCOCO1,1.18E-21,1.042054162,0.033,0.018,2.09E-17,CABCOCO1
SP140,1.23E-21,-0.583487457,0.045,0.072,2.18E-17,SP140
DONSON,1.23E-21,-0.379958852,0.165,0.208,2.18E-17,DONSON
PLBD1,1.24E-21,0.250896608,0.548,0.529,2.19E-17,PLBD1
DYM,1.26E-21,0.497456154,0.242,0.205,2.24E-17,DYM
CTPS1,1.33E-21,0.731151921,0.086,0.061,2.36E-17,CTPS1
RHEBL1,1.34E-21,-0.735420651,0.031,0.054,2.38E-17,RHEBL1
GLI1,1.37E-21,0.522178981,0.089,0.062,2.44E-17,GLI1
IGSF3,1.39E-21,-0.233490724,0.134,0.176,2.47E-17,IGSF3
PLAGL2,1.39E-21,-0.236550744,0.08,0.114,2.48E-17,PLAGL2
PRIMA1,1.43E-21,2.103998594,0.025,0.012,2.53E-17,PRIMA1
HSD17B4,1.46E-21,0.408031382,0.325,0.29,2.60E-17,HSD17B4
BUD13,1.47E-21,-0.244196822,0.13,0.171,2.62E-17,BUD13
NPL,1.56E-21,-0.315962088,0.083,0.118,2.76E-17,NPL
PTPRM,1.56E-21,0.517346628,0.138,0.106,2.76E-17,PTPRM
SLC7A11,1.57E-21,0.435560163,0.251,0.214,2.79E-17,SLC7A11
SCN5A,1.69E-21,-0.727819103,0.018,0.037,3.00E-17,SCN5A
USP43,1.70E-21,-0.495154437,0.074,0.106,3.01E-17,USP43
PRKACA,1.74E-21,0.216268449,0.6,0.596,3.08E-17,PRKACA
TTC33,1.75E-21,0.42313,0.198,0.161,3.11E-17,TTC33
C6orf223,1.82E-21,-0.482787354,0.045,0.072,3.24E-17,C6orf223
AQP6,1.83E-21,1.105210121,0.066,0.044,3.25E-17,AQP6
POC1B,1.86E-21,-0.310153119,0.134,0.174,3.30E-17,POC1B
AP5B1,1.96E-21,-0.257817884,0.285,0.341,3.49E-17,AP5B1
LRRC14,1.97E-21,0.543971972,0.268,0.234,3.51E-17,LRRC14
TPSB2,2.02E-21,0.278323854,0.269,0.226,3.58E-17,TPSB2
AKR1E2,2.07E-21,-0.234074552,0.091,0.128,3.68E-17,AKR1E2
SPARCL1,2.11E-21,0.375133292,0.401,0.369,3.74E-17,SPARCL1
IARS,2.11E-21,0.482471556,0.271,0.237,3.76E-17,IARS
TRANK1,2.12E-21,-0.304071561,0.134,0.175,3.76E-17,TRANK1
THRB,2.14E-21,0.650004665,0.163,0.131,3.79E-17,THRB
MCPH1,2.14E-21,-0.232116503,0.193,0.241,3.80E-17,MCPH1
STBD1,2.19E-21,0.484659077,0.275,0.24,3.89E-17,STBD1
NNT,2.19E-21,0.566516426,0.261,0.228,3.89E-17,NNT
BAIAP2L2,2.24E-21,0.237133235,0.388,0.352,3.97E-17,BAIAP2L2
PLA2G5,2.26E-21,-0.691789848,0.024,0.045,4.01E-17,PLA2G5
TRIM9,2.29E-21,1.347278524,0.03,0.016,4.07E-17,TRIM9
TMEM179B,2.30E-21,0.337573556,0.457,0.435,4.09E-17,TMEM179B
CA5B,2.46E-21,0.662357098,0.124,0.094,4.36E-17,CA5B
CD36,2.53E-21,-0.537628325,0.057,0.086,4.49E-17,CD36
WDR13,2.60E-21,0.345931177,0.41,0.382,4.63E-17,WDR13
TRAJ7,2.69E-21,-0.607575417,0.048,0.074,4.78E-17,TRAJ7
ULBP2,2.75E-21,-1.273758371,0.009,0.025,4.89E-17,ULBP2
PXDC1,2.76E-21,0.404465708,0.257,0.221,4.90E-17,PXDC1
GMPPB,2.76E-21,0.404173953,0.318,0.287,4.91E-17,GMPPB
TMEM141,2.77E-21,0.377511825,0.382,0.352,4.91E-17,TMEM141
NISCH,2.81E-21,0.236157043,0.523,0.507,5.00E-17,NISCH
NPTXR,2.81E-21,0.767000843,0.087,0.062,5.00E-17,NPTXR
KCTD16,2.85E-21,1.057767117,0.016,0.007,5.05E-17,KCTD16
SLC2A12,2.90E-21,-0.377156084,0.07,0.101,5.15E-17,SLC2A12
CAMK1D,2.98E-21,0.537687151,0.232,0.197,5.29E-17,CAMK1D
SPG7,3.06E-21,0.518853444,0.091,0.064,5.43E-17,SPG7
LRRC24,3.15E-21,0.467761141,0.057,0.037,5.60E-17,LRRC24
MTCH1,3.26E-21,0.201636582,0.658,0.643,5.80E-17,MTCH1
ABCC10,3.32E-21,-0.223062717,0.181,0.227,5.91E-17,ABCC10
CBFA2T3,3.39E-21,0.580401716,0.077,0.052,6.02E-17,CBFA2T3
ERLIN1,3.41E-21,-0.301541068,0.196,0.243,6.05E-17,ERLIN1
KCTD6,3.66E-21,0.721731214,0.094,0.068,6.51E-17,KCTD6
FDX1,3.78E-21,0.30988085,0.505,0.488,6.72E-17,FDX1
ZMYND11,3.80E-21,0.411158363,0.358,0.328,6.74E-17,ZMYND11
RNF5,4.04E-21,0.29237468,0.506,0.487,7.18E-17,RNF5
GRB10,4.08E-21,-0.264261429,0.173,0.217,7.25E-17,GRB10
CYP4X1,4.11E-21,-0.946450288,0.051,0.077,7.30E-17,CYP4X1
PLEKHH3,4.15E-21,-0.281909139,0.282,0.336,7.37E-17,PLEKHH3
NANOS1,4.20E-21,0.91257827,0.038,0.022,7.46E-17,NANOS1
TRAF1,4.39E-21,-0.356870449,0.129,0.168,7.80E-17,TRAF1
LMBR1,4.55E-21,-0.228677994,0.25,0.302,8.09E-17,LMBR1
CBLL1,4.74E-21,-0.26136984,0.164,0.207,8.42E-17,CBLL1
ZNF549,4.86E-21,-0.51248608,0.083,0.116,8.64E-17,ZNF549
GIMAP4,4.97E-21,-0.323408142,0.122,0.162,8.82E-17,GIMAP4
MYO1A,5.23E-21,-0.71790013,0.03,0.052,9.28E-17,MYO1A
TTK,5.26E-21,-0.253621798,0.064,0.095,9.34E-17,TTK
LIAS,5.27E-21,-0.421236503,0.067,0.097,9.36E-17,LIAS
TNNI3,5.31E-21,0.860677778,0.057,0.037,9.44E-17,TNNI3
ARID3A,5.52E-21,-0.422822916,0.117,0.154,9.81E-17,ARID3A
GSDME,5.60E-21,-0.31446402,0.109,0.146,9.94E-17,GSDME
CITED2,5.80E-21,0.452432204,0.31,0.275,1.03E-16,CITED2
MTFR2,5.89E-21,-0.643454109,0.025,0.046,1.05E-16,MTFR2
ZNF444,5.92E-21,0.442888101,0.31,0.278,1.05E-16,ZNF444
NACC2,6.11E-21,0.478636381,0.235,0.199,1.09E-16,NACC2
ACSS3,6.18E-21,0.639608693,0.101,0.074,1.10E-16,ACSS3
HIPK2,6.38E-21,0.356224762,0.39,0.36,1.13E-16,HIPK2
BHLHA15,6.50E-21,-0.901364553,0.057,0.084,1.15E-16,BHLHA15
GIT2,6.58E-21,-0.217860316,0.203,0.252,1.17E-16,GIT2
TRAJ28,6.90E-21,-0.672264813,0.035,0.058,1.23E-16,TRAJ28
NSMCE2,7.06E-21,0.531965743,0.214,0.181,1.25E-16,NSMCE2
SYCP2,7.30E-21,1.295379228,0.026,0.013,1.30E-16,SYCP2
DCUN1D4,7.41E-21,0.339284063,0.34,0.303,1.32E-16,DCUN1D4
TRIM16L,7.49E-21,-0.496176263,0.045,0.071,1.33E-16,TRIM16L
CDC23,7.97E-21,-0.301370062,0.14,0.18,1.42E-16,CDC23
RBP5,8.32E-21,-0.958792182,0.024,0.044,1.48E-16,RBP5
SC5D,8.35E-21,0.411703858,0.299,0.266,1.48E-16,SC5D
POLR3GL,8.56E-21,-0.246060927,0.165,0.207,1.52E-16,POLR3GL
ZSWIM1,8.72E-21,-0.504083681,0.074,0.105,1.55E-16,ZSWIM1
FMO1,8.81E-21,-0.409849022,0.068,0.098,1.57E-16,FMO1
ASCL2,8.91E-21,-1.552642968,0.005,0.018,1.58E-16,ASCL2
DPP7,8.95E-21,0.252563471,0.526,0.51,1.59E-16,DPP7
CELF6,9.11E-21,0.618882283,0.1,0.073,1.62E-16,CELF6
VNN3,9.31E-21,1.15594943,0.02,0.009,1.65E-16,VNN3
MAPKBP1,9.49E-21,-0.346881504,0.1,0.135,1.69E-16,MAPKBP1
PAK1IP1,9.64E-21,-0.313528933,0.177,0.222,1.71E-16,PAK1IP1
KLRG2,9.91E-21,-2.841640099,0.001,0.011,1.76E-16,KLRG2
LIN9,1.00E-20,-0.402429479,0.053,0.08,1.78E-16,LIN9
CEACAM20,1.04E-20,1.206464265,0.012,0.004,1.84E-16,CEACAM20
KLHDC2,1.07E-20,0.388700384,0.359,0.328,1.90E-16,KLHDC2
ECM2,1.08E-20,-0.354154836,0.11,0.147,1.91E-16,ECM2
XPA,1.14E-20,0.564466442,0.155,0.124,2.02E-16,XPA
HMMR,1.18E-20,-0.269662988,0.082,0.116,2.10E-16,HMMR
C17orf99,1.19E-20,-1.2373072,0.007,0.02,2.12E-16,C17orf99
RAB33B,1.21E-20,0.68397349,0.113,0.085,2.15E-16,RAB33B
MFSD13A,1.24E-20,-0.262636557,0.071,0.103,2.20E-16,MFSD13A
COMMD8,1.28E-20,-0.214768276,0.124,0.164,2.27E-16,COMMD8
SAA1,1.32E-20,-0.472437112,0.16,0.199,2.34E-16,SAA1
HELB,1.34E-20,-0.298495799,0.101,0.137,2.38E-16,HELB
SSTR1,1.36E-20,-0.701494366,0.041,0.065,2.42E-16,SSTR1
EVA1B,1.40E-20,-0.272902271,0.181,0.226,2.49E-16,EVA1B
MB,1.43E-20,-0.493635105,0.035,0.059,2.54E-16,MB
PRKAB2,1.43E-20,-0.222335306,0.244,0.296,2.55E-16,PRKAB2
KIFC3,1.48E-20,0.393592886,0.385,0.355,2.63E-16,KIFC3
WWC2,1.48E-20,0.458188049,0.231,0.195,2.64E-16,WWC2
ALKBH5,1.52E-20,0.321389682,0.527,0.515,2.69E-16,ALKBH5
PDS5B,1.54E-20,0.458973574,0.234,0.199,2.74E-16,PDS5B
CCDC160,1.59E-20,1.510432643,0.016,0.007,2.83E-16,CCDC160
AQP2,1.64E-20,-1.747499398,0.01,0.025,2.91E-16,AQP2
TMEM59L,1.68E-20,0.862540878,0.051,0.032,2.98E-16,TMEM59L
LIG3,1.70E-20,-0.24828538,0.229,0.279,3.02E-16,LIG3
BTF3L4,1.74E-20,0.390354391,0.293,0.259,3.09E-16,BTF3L4
TNFRSF18,1.77E-20,-0.972134139,0.031,0.053,3.15E-16,TNFRSF18
SH2D2A,1.81E-20,-0.631344784,0.062,0.091,3.21E-16,SH2D2A
ZNF683,1.84E-20,-1.17480066,0.02,0.038,3.27E-16,ZNF683
HOXC11,1.84E-20,-1.320602877,0.011,0.027,3.27E-16,HOXC11
CCR8,1.85E-20,-1.463840553,0.013,0.029,3.28E-16,CCR8
MED31,1.86E-20,-0.374742527,0.116,0.153,3.31E-16,MED31
TAF2,1.99E-20,0.636634154,0.182,0.151,3.53E-16,TAF2
ZNF101,2.02E-20,-0.295766883,0.114,0.151,3.58E-16,ZNF101
SEPTIN6,2.03E-20,-0.235002505,0.241,0.29,3.60E-16,SEPTIN6
CUX1,2.04E-20,0.238475114,0.559,0.552,3.62E-16,CUX1
LRRC8B,2.06E-20,0.457110777,0.265,0.229,3.66E-16,LRRC8B
RHOU,2.26E-20,0.292798397,0.397,0.359,4.01E-16,RHOU
CTLA4,2.29E-20,-0.603682306,0.047,0.073,4.07E-16,CTLA4
ARHGEF10L,2.30E-20,0.321128433,0.424,0.402,4.08E-16,ARHGEF10L
H3F3B,2.30E-20,-0.221135038,0.839,0.862,4.09E-16,H3F3B
B3GALT6,2.36E-20,0.361782781,0.297,0.262,4.18E-16,B3GALT6
MASP1,2.38E-20,1.124709001,0.03,0.016,4.23E-16,MASP1
FLVCR2,2.47E-20,-0.281057035,0.104,0.14,4.39E-16,FLVCR2
USP24,2.57E-20,0.444768731,0.255,0.221,4.56E-16,USP24
ZDHHC24,2.58E-20,-0.263443012,0.189,0.235,4.58E-16,ZDHHC24
ANGPT1,2.60E-20,0.768791671,0.043,0.026,4.61E-16,ANGPT1
CXCR5,2.80E-20,-2.217316783,0.003,0.014,4.98E-16,CXCR5
ISL1,2.81E-20,0.702303228,0.108,0.08,4.99E-16,ISL1
AJAP1,2.82E-20,1.374826601,0.02,0.009,5.00E-16,AJAP1
EZH2,2.85E-20,-0.24920292,0.176,0.221,5.06E-16,EZH2
TFEC,2.86E-20,-0.44581948,0.068,0.098,5.07E-16,TFEC
SETD3,2.90E-20,0.32132452,0.502,0.49,5.15E-16,SETD3
PRKX,2.93E-20,0.379730228,0.274,0.237,5.21E-16,PRKX
RTL8B,3.06E-20,0.743619206,0.133,0.105,5.43E-16,RTL8B
ZNF749,3.26E-20,0.603769318,0.155,0.125,5.79E-16,ZNF749
CRYZ,3.26E-20,0.408905379,0.327,0.295,5.80E-16,CRYZ
ENPP6,3.29E-20,-2.112230557,0.003,0.013,5.85E-16,ENPP6
BRMS1L,3.52E-20,0.659680178,0.115,0.087,6.25E-16,BRMS1L
SLC9A2,3.68E-20,0.942479166,0.083,0.059,6.54E-16,SLC9A2
TRAJ31,3.72E-20,-0.579967617,0.034,0.057,6.60E-16,TRAJ31
ADAT1,3.77E-20,-0.251769407,0.189,0.234,6.70E-16,ADAT1
NPTX1,3.79E-20,0.417193725,0.126,0.095,6.73E-16,NPTX1
IRS2,3.80E-20,0.618549105,0.144,0.114,6.76E-16,IRS2
POMK,3.85E-20,-0.336670103,0.151,0.191,6.83E-16,POMK
PIP4P2,4.17E-20,0.512805848,0.215,0.182,7.41E-16,PIP4P2
SPTLC3,4.22E-20,0.614545842,0.113,0.085,7.50E-16,SPTLC3
ATG4B,4.26E-20,-0.207560695,0.455,0.525,7.57E-16,ATG4B
TMEM200A,4.29E-20,0.457721478,0.196,0.162,7.62E-16,TMEM200A
TRPV3,4.38E-20,-0.615037867,0.031,0.053,7.79E-16,TRPV3
KCNK1,4.48E-20,-0.204050138,0.499,0.546,7.96E-16,KCNK1
TNFRSF4,4.68E-20,-0.541334266,0.049,0.075,8.31E-16,TNFRSF4
FGD3,4.69E-20,0.630649506,0.125,0.097,8.32E-16,FGD3
ORC6,4.71E-20,-0.295843112,0.051,0.079,8.36E-16,ORC6
MCM8,4.99E-20,-0.268862256,0.112,0.149,8.86E-16,MCM8
MFAP3,5.00E-20,-0.330440836,0.198,0.243,8.88E-16,MFAP3
CCDC33,5.11E-20,1.453032683,0.015,0.006,9.08E-16,CCDC33
BNIP5,5.31E-20,-0.746956278,0.04,0.064,9.43E-16,BNIP5
PRR5L,5.35E-20,0.453062605,0.215,0.181,9.51E-16,PRR5L
MEGF11,5.40E-20,-1.637030724,0.002,0.013,9.59E-16,MEGF11
PLEKHM1,5.41E-20,-0.226960849,0.253,0.303,9.60E-16,PLEKHM1
BCO1,5.45E-20,-0.332289218,0.053,0.081,9.69E-16,BCO1
TRIM29,5.47E-20,-0.287091818,0.735,0.69,9.71E-16,TRIM29
MEX3D,5.51E-20,0.410848196,0.434,0.414,9.79E-16,MEX3D
ZNF736,5.57E-20,-0.484408054,0.087,0.12,9.90E-16,ZNF736
NEK6,5.64E-20,0.237000138,0.558,0.541,1.00E-15,NEK6
LYSMD2,5.66E-20,-0.213794384,0.233,0.282,1.01E-15,LYSMD2
RBM42,5.72E-20,-0.202646517,0.552,0.618,1.02E-15,RBM42
MED15,5.86E-20,0.259935907,0.621,0.618,1.04E-15,MED15
OSBPL1A,5.90E-20,-0.25211638,0.147,0.186,1.05E-15,OSBPL1A
TADA2B,6.06E-20,0.633377359,0.332,0.307,1.08E-15,TADA2B
DENND1C,6.11E-20,-0.609307906,0.056,0.083,1.09E-15,DENND1C
CTRC,6.11E-20,-2.377725685,0.2,0.22,1.09E-15,CTRC
FUNDC1,6.20E-20,0.397183654,0.28,0.246,1.10E-15,FUNDC1
PIAS4,6.21E-20,-0.202635886,0.304,0.357,1.10E-15,PIAS4
PTPN23,6.27E-20,0.365265736,0.382,0.355,1.11E-15,PTPN23
MCU,6.28E-20,-0.229168406,0.363,0.417,1.12E-15,MCU
ANK3,6.55E-20,0.289207037,0.227,0.188,1.16E-15,ANK3
CLSTN2,6.56E-20,0.550970263,0.055,0.035,1.16E-15,CLSTN2
TARSL2,6.95E-20,-0.312810136,0.157,0.197,1.23E-15,TARSL2
NUDT2,7.20E-20,0.60203787,0.21,0.179,1.28E-15,NUDT2
ZNF282,7.26E-20,-0.286774312,0.15,0.19,1.29E-15,ZNF282
NOTUM,7.47E-20,0.797743868,0.029,0.016,1.33E-15,NOTUM
KCNMB4,7.49E-20,0.855420891,0.118,0.091,1.33E-15,KCNMB4
ICOS,7.50E-20,-1.24919929,0.014,0.031,1.33E-15,ICOS
GPR68,7.86E-20,-0.310612385,0.09,0.123,1.40E-15,GPR68
FANCC,7.88E-20,0.560822131,0.161,0.129,1.40E-15,FANCC
PPP1R11,8.35E-20,0.255738233,0.574,0.564,1.48E-15,PPP1R11
CREB5,8.47E-20,0.682077669,0.075,0.052,1.51E-15,CREB5
ANGPT2,8.70E-20,-0.582889992,0.045,0.071,1.54E-15,ANGPT2
C6orf226,8.76E-20,0.436740547,0.202,0.169,1.56E-15,C6orf226
MFSD9,9.19E-20,-0.251405266,0.135,0.174,1.63E-15,MFSD9
GRIN2A,9.28E-20,-0.521127247,0.023,0.042,1.65E-15,GRIN2A
LTB4R,9.39E-20,0.52361918,0.134,0.104,1.67E-15,LTB4R
TEDC1,9.42E-20,-0.249775429,0.189,0.235,1.67E-15,TEDC1
ITGA5,9.77E-20,0.525664598,0.528,0.521,1.74E-15,ITGA5
HECW2,9.83E-20,-0.356639532,0.054,0.081,1.75E-15,HECW2
FBXO16,9.90E-20,-0.656233603,0.04,0.063,1.76E-15,FBXO16
TRERF1,1.01E-19,0.477227314,0.211,0.178,1.79E-15,TRERF1
ZNF317,1.01E-19,-0.247378512,0.256,0.306,1.80E-15,ZNF317
FAAH,1.12E-19,0.431979893,0.299,0.267,1.99E-15,FAAH
RBM7,1.14E-19,-0.235093133,0.206,0.253,2.02E-15,RBM7
TRAJ38,1.14E-19,-0.889397316,0.021,0.04,2.03E-15,TRAJ38
DPYSL4,1.17E-19,1.245715538,0.029,0.016,2.09E-15,DPYSL4
KNOP1,1.28E-19,0.639528623,0.146,0.116,2.28E-15,KNOP1
MYO1D,1.29E-19,0.304162405,0.367,0.335,2.29E-15,MYO1D
S1PR5,1.30E-19,-2.089979163,0.003,0.014,2.31E-15,S1PR5
HMGCLL1,1.34E-19,0.950833932,0.02,0.009,2.38E-15,HMGCLL1
ALKAL1,1.36E-19,-0.842008305,0.031,0.053,2.42E-15,ALKAL1
KDM3B,1.41E-19,-0.204168392,0.411,0.472,2.50E-15,KDM3B
LIPA,1.47E-19,-0.211727713,0.336,0.39,2.61E-15,LIPA
ACSS2,1.58E-19,-0.363658986,0.12,0.156,2.80E-15,ACSS2
PLAAT2,1.64E-19,0.959808799,0.048,0.03,2.91E-15,PLAAT2
STK17A,1.67E-19,-0.257545513,0.159,0.2,2.97E-15,STK17A
KLK5,1.82E-19,-0.993722548,0.013,0.029,3.23E-15,KLK5
EBNA1BP2,1.83E-19,0.290185271,0.501,0.481,3.25E-15,EBNA1BP2
PDGFRB,1.89E-19,-0.214439082,0.691,0.777,3.37E-15,PDGFRB
TMEM176A,1.92E-19,0.322320731,0.441,0.419,3.42E-15,TMEM176A
SIT1,1.93E-19,-1.115866059,0.013,0.029,3.43E-15,SIT1
TWIST2,2.02E-19,0.460727614,0.095,0.069,3.60E-15,TWIST2
MIF4GD,2.13E-19,-0.290102949,0.161,0.202,3.78E-15,MIF4GD
ZHX1,2.14E-19,0.496514065,0.265,0.233,3.79E-15,ZHX1
ROBO3,2.16E-19,-0.340204573,0.088,0.121,3.84E-15,ROBO3
FBXO34,2.22E-19,0.349470207,0.359,0.333,3.94E-15,FBXO34
CAB39L,2.23E-19,0.618559221,0.116,0.089,3.96E-15,CAB39L
TAS2R13,2.24E-19,0.693521592,0.124,0.097,3.98E-15,TAS2R13
CLCF1,2.24E-19,0.309627783,0.346,0.31,3.99E-15,CLCF1
STRN3,2.29E-19,0.343692145,0.385,0.358,4.06E-15,STRN3
DKC1,2.38E-19,-0.219871654,0.25,0.298,4.23E-15,DKC1
FCGR1B,2.46E-19,-0.484992309,0.067,0.096,4.37E-15,FCGR1B
LOXL3,2.54E-19,0.737588635,0.055,0.036,4.51E-15,LOXL3
SLC45A1,2.56E-19,1.240205755,0.029,0.016,4.55E-15,SLC45A1
SLC14A1,2.62E-19,-0.887969287,0.029,0.05,4.66E-15,SLC14A1
ZFP57,2.64E-19,1.57773308,0.012,0.004,4.69E-15,ZFP57
CX3CR1,2.77E-19,0.987438827,0.035,0.02,4.91E-15,CX3CR1
NPIPB15,2.83E-19,-0.448267021,0.172,0.21,5.04E-15,NPIPB15
C6orf62,2.87E-19,0.331268246,0.443,0.426,5.10E-15,C6orf62
SLC22A23,2.90E-19,-0.262012195,0.147,0.185,5.15E-15,SLC22A23
IMPA2,3.00E-19,0.261855621,0.268,0.226,5.33E-15,IMPA2
CTSO,3.11E-19,0.42390746,0.292,0.258,5.52E-15,CTSO
TTYH3,3.11E-19,0.242661643,0.565,0.552,5.52E-15,TTYH3
ZNF367,3.14E-19,0.749710222,0.101,0.076,5.58E-15,ZNF367
PTGS2,3.24E-19,0.381870781,0.205,0.168,5.75E-15,PTGS2
TSPAN13,3.50E-19,0.257519059,0.629,0.613,6.21E-15,TSPAN13
SMIM1,3.55E-19,-0.546242026,0.034,0.057,6.31E-15,SMIM1
ACSM3,3.80E-19,-0.28991069,0.107,0.142,6.76E-15,ACSM3
GSTA4,3.82E-19,0.547051539,0.109,0.082,6.78E-15,GSTA4
CNTFR,4.04E-19,1.130197838,0.012,0.004,7.17E-15,CNTFR
TAGAP,4.12E-19,-0.507364513,0.097,0.13,7.32E-15,TAGAP
CD22,4.30E-19,-0.994986384,0.02,0.038,7.63E-15,CD22
GULP1,4.30E-19,0.429785831,0.262,0.228,7.63E-15,GULP1
KRT36,4.51E-19,-2.437001704,0.002,0.012,8.02E-15,KRT36
PPP2R5B,4.56E-19,0.560006953,0.232,0.2,8.10E-15,PPP2R5B
FBXL5,4.77E-19,0.265059818,0.551,0.544,8.47E-15,FBXL5
GPR176,4.77E-19,-0.22843949,0.091,0.124,8.47E-15,GPR176
CNTNAP1,4.99E-19,0.642009154,0.112,0.086,8.86E-15,CNTNAP1
OR10H1,5.20E-19,1.659423351,0.013,0.005,9.23E-15,OR10H1
AKAP17A,5.40E-19,0.232257795,0.401,0.373,9.60E-15,AKAP17A
KIF3A,5.42E-19,0.500819925,0.221,0.189,9.64E-15,KIF3A
GSC,5.61E-19,-1.185059653,0.011,0.026,9.97E-15,GSC
RIF1,5.61E-19,0.512405578,0.183,0.151,9.97E-15,RIF1
CERS4,5.76E-19,-0.327918618,0.082,0.113,1.02E-14,CERS4
TRIQK,5.81E-19,0.392345423,0.407,0.385,1.03E-14,TRIQK
ITPR2,5.88E-19,0.411835711,0.249,0.214,1.04E-14,ITPR2
CLDN16,6.18E-19,-0.798100096,0.024,0.043,1.10E-14,CLDN16
TMEM249,6.23E-19,1.206533554,0.022,0.011,1.11E-14,TMEM249
LPAR3,6.28E-19,-0.848342838,0.019,0.036,1.12E-14,LPAR3
PRLR,6.36E-19,-0.345754624,0.041,0.064,1.13E-14,PRLR
PRDM5,6.45E-19,-0.279522206,0.192,0.234,1.15E-14,PRDM5
SUMF1,6.57E-19,0.405738835,0.356,0.327,1.17E-14,SUMF1
SNX20,6.65E-19,-0.333246465,0.093,0.126,1.18E-14,SNX20
CNDP2,6.71E-19,-0.295040043,0.783,0.823,1.19E-14,CNDP2
OGDHL,6.79E-19,1.019122309,0.025,0.013,1.21E-14,OGDHL
SYT9,7.00E-19,1.899562418,0.012,0.004,1.24E-14,SYT9
NCKIPSD,7.30E-19,0.405698909,0.289,0.257,1.30E-14,NCKIPSD
HMGN3,7.66E-19,0.28715413,0.452,0.434,1.36E-14,HMGN3
BAD,7.68E-19,0.300286021,0.519,0.498,1.36E-14,BAD
STAM,8.00E-19,0.535506429,0.213,0.181,1.42E-14,STAM
FLT4,8.18E-19,-0.881559409,0.025,0.044,1.45E-14,FLT4
AC015802.6,8.20E-19,-0.479475665,0.047,0.072,1.46E-14,AC015802.6
FBXO33,8.27E-19,-0.282183684,0.21,0.256,1.47E-14,FBXO33
SMAD2,9.00E-19,0.312680129,0.486,0.476,1.60E-14,SMAD2
SSBP4,9.72E-19,0.340220123,0.239,0.204,1.73E-14,SSBP4
PPIH,1.05E-18,-0.348288687,0.107,0.142,1.87E-14,PPIH
SMCO2,1.08E-18,-0.489889331,0.02,0.038,1.91E-14,SMCO2
FAM168B,1.08E-18,0.520226492,0.251,0.221,1.92E-14,FAM168B
CERK,1.09E-18,0.42402023,0.22,0.186,1.94E-14,CERK
EDEM1,1.14E-18,0.369101416,0.417,0.394,2.02E-14,EDEM1
ST6GALNAC5,1.14E-18,-0.206020896,0.051,0.077,2.03E-14,ST6GALNAC5
NMT2,1.19E-18,0.536008139,0.205,0.174,2.12E-14,NMT2
MRM3,1.36E-18,-0.442230281,0.076,0.106,2.42E-14,MRM3
GKN2,1.39E-18,-3.13767298,0.002,0.012,2.47E-14,GKN2
ALPG,1.40E-18,-1.924210975,0.004,0.015,2.48E-14,ALPG
ASF1B,1.42E-18,-0.216915195,0.161,0.203,2.52E-14,ASF1B
CYSLTR1,1.42E-18,-0.65037429,0.03,0.051,2.52E-14,CYSLTR1
NXT2,1.47E-18,-0.328973658,0.095,0.127,2.61E-14,NXT2
NEDD4,1.48E-18,-0.249260348,0.075,0.105,2.63E-14,NEDD4
STX11,1.48E-18,-0.308615694,0.155,0.195,2.63E-14,STX11
RRN3,1.49E-18,0.407658831,0.289,0.256,2.64E-14,RRN3
KIRREL2,1.52E-18,1.034274186,0.069,0.048,2.71E-14,KIRREL2
TTC39C,1.59E-18,0.443178827,0.314,0.283,2.83E-14,TTC39C
TRMT2A,1.63E-18,0.318682864,0.38,0.352,2.89E-14,TRMT2A
CLUAP1,1.70E-18,0.490406858,0.235,0.203,3.02E-14,CLUAP1
ADCYAP1,1.70E-18,0.975543929,0.042,0.026,3.03E-14,ADCYAP1
CPNE5,1.73E-18,-0.458446107,0.059,0.085,3.07E-14,CPNE5
CCDC68,1.79E-18,0.339831645,0.315,0.284,3.17E-14,CCDC68
EGFLAM,1.83E-18,-0.605778422,0.028,0.048,3.25E-14,EGFLAM
KRT78,1.84E-18,-2.115433906,0.002,0.012,3.28E-14,KRT78
WDR76,1.84E-18,-0.441301873,0.054,0.079,3.28E-14,WDR76
IL1RL2,1.86E-18,0.661847695,0.023,0.011,3.30E-14,IL1RL2
NDUFAF5,1.88E-18,-0.268871876,0.162,0.202,3.34E-14,NDUFAF5
PIFO,1.94E-18,0.652367362,0.033,0.019,3.45E-14,PIFO
MPHOSPH9,1.97E-18,-0.29172283,0.092,0.124,3.51E-14,MPHOSPH9
